id,group_id,role,chosen,treat,cond,q1,q2,q3,q4,q5,q6,q7,q8,full_comp,invest_comp,tp_invest,tp_invest_perc,send,send_perc,return,return_perc,payoff,comments
z535c6rqmaq2rgy1,224,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,2,3,c,0,1,0.25,55.56,NA,NA,0.5,50,0.22,Very fun and interesting HIT
z535c6rqh226hvv7,357,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0,
z535c6rqp5tch4h3,400,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqrl2bq4n1,221,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,none
z535c6rq27wizoba,234,TP,FALSE,Choice / Knowledge,P,c,c,c,2,1,c,c,c,0,0,0,0,NA,NA,0.7,70,0,
z535c6rq66pwxbby,362,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,2,2,c,0,1,0.25,55.56,NA,NA,0.2,20,0.72,THank you
z535c6rq9d8645fl,357,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0.54,
z535c6rqzrh8jfya,400,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,2,3,1,0,1,0,0,NA,NA,0,0,0.3,
z535c6rq6safqdqa,221,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,2,1,0,1,0,0,NA,NA,0.5,50,0,
z535c6rqrc3rxodi,341,TP,FALSE,Choice / Knowledge,P,c,1,c,c,c,c,c,c,0,0,0.05,11.11,NA,NA,0.5,50,0,
z535c6rq6kb0d2hm,362,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqxk4gt27i,207,TP,TRUE,Random / Anonymous,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0,0,0.9,
z535c6rqpn0l9n6r,248,TP,FALSE,Random / Anonymous,H,c,c,c,c,2,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqxbzwly4f,227,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqxzrb7riu,372,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqb6jujamv,341,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rq12xx1ez4,368,TP,FALSE,Choice / Knowledge,H,c,c,2,c,c,1,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqa3qt5wa5,207,TP,FALSE,Random / Anonymous,P,c,1,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqr0q0g7pt,248,TP,TRUE,Random / Anonymous,H,c,c,c,3,c,c,c,c,0,0,0.2,44.44,NA,NA,0.3,30,0.32,
z535c6rqh1qafytw,227,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0.45,
z535c6rqw7c9qr7k,240,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.07,
z535c6rqhw7g77kt,368,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,2,c,c,0,1,0.45,100,NA,NA,0,0,0.6,Thanks
z535c6rqlm5na9g1,252,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0,
z535c6rqc6woxgtf,232,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.5,50,0,cool.
z535c6rq6q1k5vgi,222,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqbxh1cha0,240,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqruta5v78,238,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.22,48.89,NA,NA,0.5,50,0.3,
z535c6rqortd25dn,211,TP,FALSE,Random / Anonymous,P,c,c,c,c,2,1,3,3,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqf1nu15if,252,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,1,c,c,0,1,0.45,100,NA,NA,0.5,50,0.22,
z535c6rqrsryy31u,232,TP,TRUE,Random / Knowledge,P,c,c,c,3,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.37,show me the money lol
z535c6rqszbqmtnn,222,TP,FALSE,Random / Knowledge,H,c,3,2,1,c,2,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,none
z535c6rqwh6k60xy,238,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqtcnwt9b7,236,TP,TRUE,Random / Knowledge,P,2,1,2,3,c,2,c,1,0,0,0,0,NA,NA,0,0,0.9,
z535c6rqmvywp2zh,228,TP,TRUE,Random / Knowledge,H,c,3,c,3,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.45,The instructions are a bit confusing.
z535c6rqu94msljo,424,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqot9j403q,211,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqucrzqpa5,258,TP,FALSE,Random / Anonymous,H,c,3,2,3,2,2,2,1,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqdjuyhbue,424,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0.15,33.33,NA,NA,0.5,50,0.22,
z535c6rqyas4dav8,373,TP,FALSE,Choice / Knowledge,H,c,c,2,c,c,c,c,c,0,0,0.1,22.22,NA,NA,0.4,40,0,
z535c6rq46vyjdf5,236,TP,FALSE,Random / Knowledge,P,c,c,2,1,c,c,2,c,0,0,0.15,33.33,NA,NA,0.7,70,0,
z535c6rqv9hwqxl4,228,TP,FALSE,Random / Knowledge,H,c,c,c,1,c,c,c,c,0,0,0.2,44.44,NA,NA,0.3,30,0,
z535c6rqk8xf5hit,247,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqcmwcn6oh,215,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,1,100,0,
z535c6rq3jujfc4n,354,TP,FALSE,Random / Knowledge,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0,0,0,no comments
z535c6rqoqwi10k0,247,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0.1,22.22,NA,NA,0,0,0,
z535c6rqxuxw2as6,215,TP,FALSE,Random / Anonymous,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.1,10,0,
z535c6rqz05q92hp,373,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.4,40,0.54,
z535c6rqjgvggxkc,258,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq0k5yli4p,354,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0.9,
z535c6rqkuvsrl3k,233,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,2,c,0,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqmyi1lhhi,250,TP,FALSE,Choice / Knowledge,P,2,3,c,c,c,c,c,c,0,0,0.05,11.11,NA,NA,0.1,10,0,
z535c6rqnrlr3b0f,377,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.3,
z535c6rqodn3hcts,363,TP,FALSE,Random / Anonymous,P,c,c,c,3,c,c,c,c,0,0,0.05,11.11,NA,NA,0.5,50,0,
z535c6rq22xjkf9z,262,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0.1,10,0.54,
z535c6rq60mcwpjj,243,TP,TRUE,Random / Knowledge,P,c,1,c,c,1,2,c,c,0,0,0.45,100,NA,NA,0,0,0.9,
z535c6rq29l1kdwv,250,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0.1,22.22,NA,NA,0.5,50,0.45,
z535c6rqtbntvtqa,377,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.1,22.22,NA,NA,0.3,30,0,
z535c6rq394586jm,363,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0,0,0.9,
z535c6rqxu38px98,262,TP,FALSE,Random / Anonymous,H,c,3,c,c,c,1,2,3,0,0,0.2,44.44,NA,NA,0.2,20,0,
z535c6rqaryen62v,243,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqfop4pwdl,233,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,2,c,3,0,1,0,0,NA,NA,0,0,0,
z535c6rqyh6bfqmu,255,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq3abl6gsy,382,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,2,c,c,0,1,0.2,44.44,NA,NA,0.5,50,0.45,Thank you for letting me participate!
z535c6rq9swlykqx,225,TP,FALSE,Random / Anonymous,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqxtx39crv,336,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.4,40,0,
z535c6rqsa4xv9yd,245,TP,FALSE,Random / Knowledge,P,c,3,c,c,1,1,3,1,0,0,0.05,11.11,NA,NA,0.3,30,0,cool survey
z535c6rqjpss3aj1,237,TP,TRUE,Random / Knowledge,H,c,3,c,3,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0.22,
z535c6rq8358utzn,255,TP,TRUE,Choice / Knowledge,P,c,c,c,2,1,c,2,1,0,0,0.25,55.56,NA,NA,0.5,50,0.22,
z535c6rqkdmnuc94,382,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqxb7sn6ij,336,TP,TRUE,Random / Anonymous,H,c,c,c,1,c,1,c,c,0,0,0.19,42.22,NA,NA,0.5,50,0.45,
z535c6rqbxqgtx44,237,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,2,c,c,0,1,0.2,44.44,NA,NA,0.4,40,0,None
z535c6rq6omyz32d,260,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0.45,None.
z535c6rqqy5oddgm,251,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.6,60,0,
z535c6rqbsm105fx,225,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.45,
z535c6rqkbmkhpvt,339,TP,TRUE,Random / Anonymous,H,c,c,c,3,c,2,3,3,0,0,0.25,55.56,NA,NA,0.5,50,0.18,
z535c6rqp41cevss,239,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,1,0,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rq0lsjdoh1,260,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqwl7tawv0,251,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0,0,0.9,
z535c6rq28gannhr,230,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0,no comments
z535c6rqaouzr47s,239,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0,Good luck to all players!
z535c6rqeolh2osc,265,TP,FALSE,Choice / Knowledge,P,c,c,c,2,c,2,3,c,0,0,0.02,4.44,NA,NA,0.1,10,0,
z535c6rq9t2tlkzo,256,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.3,30,0.63,
z535c6rqw9cr31re,339,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.1,10,0,
z535c6rqj5o5o7k0,245,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,2,c,1,0,1,0.05,11.11,NA,NA,0.3,30,0.63,
z535c6rqiewtczon,265,TP,TRUE,Choice / Knowledge,P,c,1,1,c,c,2,c,c,0,0,0.05,11.11,NA,NA,0,0,0.9,
z535c6rqi1303uam,256,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0,0,0,
z535c6rq2lk2hpf9,230,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0,
z535c6rqwub78dg1,344,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.4,40,0,
z535c6rquhm953py,359,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqespzsqji,415,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0,0,0,
z535c6rq7lyambvx,268,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0.5,50,0.15,
z535c6rq3n7sukwv,235,TP,TRUE,Random / Anonymous,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0.45,
z535c6rqyevge65w,344,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.45,ty
z535c6rqbfk2k96h,415,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,2,c,c,0,1,0.2,44.44,NA,NA,0.5,50,0.07,I never understand the purpose of these research. Are you interested on how I share things with others or are you more interested in knowing how good I am at math. These scenarios are always convolute
z535c6rqzssttba2,444,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rq1abyx663,235,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqwyt4q533,401,TP,TRUE,Random / Anonymous,H,c,c,c,1,c,c,c,c,0,0,0.15,33.33,NA,NA,0.3,30,0.45,
z535c6rq5lgyld9i,246,TP,FALSE,Random / Knowledge,H,c,3,c,c,c,2,c,c,0,0,0,0,NA,NA,0,0,0,Thanks!
z535c6rqblsexjry,268,TP,FALSE,Choice / Knowledge,P,c,1,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqmq6bnx59,444,TP,FALSE,Choice / Knowledge,H,c,c,c,2,c,c,c,c,0,0,0,0,NA,NA,0,0,0,Thank you!
z535c6rqxumiukrm,401,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,1,0,1,0.15,33.33,NA,NA,0.5,50,0,
z535c6rqhcb0vjic,359,TP,FALSE,Random / Knowledge,P,c,1,2,c,1,1,2,c,0,0,0.25,55.56,NA,NA,0.9,90,0,
z535c6rqqt7tz2fq,246,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.3,30,0.63,
z535c6rqfhfsd96o,351,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqgx6dkkn0,369,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqe0w8mwzf,353,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rq9r8jbzn4,249,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,my decision in these hits is always to maximize my own earnings over another anonymous person
z535c6rqpdsbb7ax,266,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.3,30,0,
z535c6rqcb3b213z,369,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,1,0,1,0.4,88.89,NA,NA,0.5,50,0.45,
z535c6rqskjjvhgj,353,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.6,60,0.9,
z535c6rqy2uls4xg,253,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqpsnvepuw,249,TP,TRUE,Random / Knowledge,H,c,c,c,1,c,c,c,1,0,0,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rqongdsxkp,351,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,3,c,0,1,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rqiurshz4k,241,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqypnyzp0v,358,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqo6hh5i8h,253,TP,FALSE,Random / Knowledge,P,c,3,c,1,c,c,c,c,0,0,0,0,NA,NA,0.3,30,0,
z535c6rqb6iqbekx,254,TP,TRUE,Random / Knowledge,H,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rq367u8bxf,356,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.5,50,0.22,
z535c6rq5aatw4g9,266,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.1,10,0.54,
z535c6rqw1fa68lh,365,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.22,
z535c6rqm99qqz06,254,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.25,55.56,NA,NA,0.5,50,0,I thoroughly enjoyed it! Thank you!
z535c6rqccxj1a9u,241,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqsxf8n5g0,358,TP,FALSE,Random / Anonymous,H,c,c,c,c,3,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqd1so909b,365,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0,"This was super fun. Thank you so much, and have a great day. :)"
z535c6rqlxmwgk58,259,TP,TRUE,Random / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.2,20,0.24,
z535c6rq98wy580j,356,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqlltun7nv,269,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.45,Thank you
z535c6rq4nzovfyy,244,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,
z535c6rq58huac3p,259,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqmkmijp74,361,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,Would love to see the outcomes of this study!
z535c6rqea6vij7q,269,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,this was fun
z535c6rq0ejvysx5,244,TP,FALSE,Random / Anonymous,P,c,c,c,1,c,1,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqr8rxd92n,364,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0.63,"The last question was marked incorrectly. Player 4 did participate in Game A, just not with me. THat was not clear by the wording."
z535c6rqcud83l9c,264,TP,TRUE,Random / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0.45,I have done my best to follow the instructions and answer the questions. I hope it helps the research. Thanks
z535c6rqde1q6gme,393,TP,FALSE,Random / Anonymous,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,None
z535c6rqz84xb1uv,263,TP,FALSE,Random / Knowledge,P,c,1,c,c,c,c,2,c,0,0,0.1,22.22,NA,NA,0.4,40,0,
z535c6rq7ktkd2hc,264,TP,FALSE,Random / Knowledge,H,2,3,2,1,c,2,3,1,0,0,0.05,11.11,NA,NA,0.1,10,0,none
z535c6rqqu6h0uqe,361,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,None.
z535c6rqli6ef3ty,445,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqv16zn7o2,364,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqvx244ymb,367,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqlqqq8bi6,393,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.3,
z535c6rqscwnr63g,370,TP,FALSE,Random / Anonymous,H,3,1,2,c,c,c,3,c,0,0,0.05,11.11,NA,NA,0.3,30,0,
z535c6rqffjefk71,263,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.15,"Hello, nice playing with you."
z535c6rq3ewtxv10,367,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,3,c,0,1,0,0,NA,NA,0.5,50,0,thanks
z535c6rq5quo54s0,445,TP,TRUE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.4,88.89,NA,NA,0.4,40,0.45,
z535c6rq5z4icp1b,370,TP,TRUE,Random / Anonymous,H,3,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.2,20,0.45,
z535c6rqv7a3nv60,371,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0.3,Thank you.
z535c6rqf1o35sv2,267,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,1,0,1,0.45,100,NA,NA,0.5,50,0.22,none
z535c6rq1xj1rrvi,371,TP,FALSE,Random / Knowledge,P,c,c,2,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,"Thank you for allowing me to participate in your study! If you're happy with my work, I'm happy with my work! Feel free to email me about any additional surveys. midnightsong@gmail.com The more work I"
z535c6rqa016juoy,267,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.21,46.67,NA,NA,0.5,50,0,
z535c6rqhjso46wn,425,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.4,88.89,NA,NA,0.6,60,0,
z535c6rqh8onf8j4,446,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0,This is kind of exciting to wait and see how it turned out.
z535c6rq1hlfqeqc,374,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,none thanks
z535c6rqqxnump7g,375,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0.3,66.67,NA,NA,0.5,50,0,
z535c6rqwnj9fyr4,425,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.1,10,0,
z535c6rqb5itskkk,446,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.09,Thank you and good luck on your research!
z535c6rqjut12yco,374,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.3,No comments
z535c6rqnda3xv7e,375,TP,TRUE,Random / Knowledge,P,c,c,c,1,c,2,c,c,0,0,0,0,NA,NA,0.2,20,0,have a good week!
z535c6rqm41272ki,376,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0.5,50,0,
z535c6rqbxqxh4cl,447,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0,0,0.45,
z535c6rqgi6ku3t2,434,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqoyyeiwmy,378,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.3,30,0,
z535c6rqrnk4as5q,379,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0.54,
z535c6rqd57ehjzl,378,TP,TRUE,Random / Anonymous,H,c,3,c,1,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0,"interesting game, thank you."
z535c6rqnqi37cb9,380,TP,FALSE,Random / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqyamoshh9,376,TP,TRUE,Choice / Knowledge,P,c,1,2,2,3,2,2,1,0,0,0.3,66.67,NA,NA,0.6,60,0,Good
z535c6rqeqoh6196,447,TP,FALSE,Choice / Knowledge,H,c,c,c,c,1,c,c,c,0,0,0.2,44.44,NA,NA,0.9,90,0,thanks
z535c6rq1lhn280s,434,TP,FALSE,Random / Anonymous,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rq8qx40x44,380,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,1,0,1,0.3,66.67,NA,NA,0,0,0.3,
z535c6rqdlllg6u2,381,TP,FALSE,Choice / Knowledge,P,c,c,1,1,c,c,3,c,0,0,0.05,11.11,NA,NA,0.5,50,0,Good survey
z535c6rqx3kmepa7,448,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,2,c,c,0,1,0.25,55.56,NA,NA,0.5,50,0.9,
z535c6rql4l84do8,257,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.3,
z535c6rq0ialk50c,383,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0.25,55.56,NA,NA,0.4,40,0,
z535c6rqpe5ygzq1,385,TP,FALSE,Random / Knowledge,H,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0.1,10,0,
z535c6rqg3rwqvrh,381,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
