study,study6,study8,study9,study10,study11,study12,condition,punonly,helponly,helpfirst,TG,q1correct,q2correct,q3correct,q4correct,q5correct,q6correct,q7correct,compscore,perfectcomp,compscoreTG,perfectcompTG,postqcorrect,crt,highcrt,help,punish,return,anger,bad,deservep,outrage,compassion,deserves,good,posemot,age,male,edu,income,NFC,FII
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,1,,,,3,0,,,0,0,0,0,0,,90,,,90,,,,,31,0,5,7,5,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,0,0,1,1,,90,,,90,,,,,38,0,5,10,4,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,2,1,1,0,,20,,,20,,,,,25,1,4,4,1,5
10,0,0,0,1,0,0,Punishment Only,1,0,,1,0,1,1,1,1,1,1,3,0,3,1,,0,0,,1,50,,,,,,,,,51,0,4,2,2,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,0,0,,1,,0,44,44,30,,,,,32,1,2,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,0,0,0,,0,,80,,,80,,,,,29,1,4,5,3,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,0,1,1,0,3,0,2,0,,1,0,0,0,0,,,,,,,,,28,1,4,2,3,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,1,0,1,0,,44,33,22,33,56,78,56,63,27,1,2,7,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,2,1,1,,,,,,,44,100,100,81,42,1,2,3,,
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,,,,1,0,,67,44,56,56,78,100,89,89,33,1,5,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,29,1,2,4,4,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,0,1,1,1,3,0,3,1,,,,0,1,60,,,,,,,,,23,1,5,2,1,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,,,0,,,,,,,11,11,11,11,33,1,4,8,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,1,0,50,,,,,,,,,19,0,4,10,4,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,,,,,,,,,24,1,5,2,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,0,22,22,15,,,,,36,1,5,8,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,0,1,0,,,,2,0,,,,,,0,,,,,,,56,33,78,56,27,0,5,8,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,3,1,1,,,,,,,67,89,56,70,30,1,6,6,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,0,0,0,0,,,,,32,1,6,9,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,0,1,1,0,1,0,1,2,0,2,0,,,,1,0,50,,,,,,,,,54,0,4,5,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,1,0,1,,,,,,,56,78,56,63,26,1,2,5,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,1,0,0,1,0,,0,,,0,,,,,34,1,6,10,4,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,2,1,0,0,,,,,,,,,,32,1,6,7,4,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,0,1,1,1,0,1,1,3,0,2,0,,,,0,0,30,,,,,,,,,23,0,4,1,1,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,1,0,0,0,,10,,,10,,,,,31,1,5,6,4,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,0,,44,11,44,33,,,,,41,0,4,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,0,1,1,1,1,1,3,0,3,1,,2,1,,1,0,,,,,,,,,37,1,5,6,1,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,0,0,1,,,,,,,67,89,89,81,29,0,4,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,0,,20,,,20,,,,,22,0,5,10,2,2
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,40,,,,,33,22,33,30,40,1,5,10,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,19,0,2,1,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,0,,,0,,,,,65,1,4,3,1,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,2,1,1,1,,78,56,89,74,44,89,44,59,31,1,6,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,1,,60,,,60,,,,,53,0,6,10,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,0,,,,,,,,,42,0,5,2,1,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,1,0,1,0,,0,,,0,,,,,29,0,6,4,2,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,40,1,2,4,4,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,50,,,,,,,,,36,0,6,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,1,,100,,,100,,,,,27,1,2,5,2,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,,,,,,,,,39,0,5,7,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,1,1,0,,,,2,0,,,,0,0,1,,,,,,,67,44,78,63,30,0,4,4,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,1,,,,,,,,,,35,1,5,6,1,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,1,,56,33,56,48,100,100,100,100,24,0,5,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,,,,,,,,,41,0,4,1,3,5
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,0,1,0,1,1,3,0,2,0,,,,1,,30,,,,,56,67,100,74,40,0,4,9,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,2,1,,0,,,,,,,,,,23,1,4,3,5,2
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,44,89,100,78,54,0,5,9,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,0,1,1,1,3,0,3,1,,0,0,1,1,50,89,100,78,89,100,44,100,81,20,0,2,1,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,11,44,67,41,68,1,5,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,,,,,1,,,,,,,,,,38,0,3,10,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,0,,,,,,,,,,21,1,4,1,3,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,1,0,1,,,,,,,78,67,89,78,39,0,4,5,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,,0,0,1,1,50,44,44,44,44,44,44,44,44,32,1,5,8,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,0,0,,,,2,0,,,,,,,1,,44,44,56,48,,,,,43,1,2,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,1,0,0,0,,,,,,,,,,34,1,4,10,4,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,3,1,,1,50,,,,,,,,,28,1,6,4,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,0,1,1,4,1,2,0,,3,1,1,,50,,,,,67,100,100,89,27,1,6,4,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,78,78,89,81,25,0,4,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,0,0,0,0,1,1,1,0,2,0,,,,1,0,50,,,,,,,,,26,0,4,3,3,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,1,0,0,1,0,,30,,,30,,,,,50,0,4,6,1,5
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,0,1,1,1,3,0,3,1,,,,1,,50,,,,,,,,,34,1,4,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,0,0,0,,0,,60,,,60,,,,,33,0,3,4,1,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,0,1,1,1,,,,3,0,,,,,,0,0,,,,,,,,,,29,0,4,10,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,0,,,,,,,,,,39,1,5,7,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,0,0,,0,,,0,,,,,40,1,5,7,1,3
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,0,50,,,,,,,,,24,0,6,2,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,26,0,5,3,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,1,50,,,,,,,,,26,1,6,8,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,1,0,0,0,,0,,,0,,,,,26,1,2,6,1,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,0,1,1,,,,3,0,,,,3,1,,1,,,,,,,,,,30,1,4,4,2,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,,0,0,,,,,,,,,24,1,5,6,4,2
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,1,50,,,,,,,,,21,0,4,9,1,5
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,,0,50,0,0,0,0,,,,,35,1,5,8,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,40,0,0,0,0,,,,,35,1,3,5,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,0,50,33,33,56,41,,,,,25,1,5,3,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,1,0,,0,50,22,33,44,33,,,,,47,0,5,8,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,,,,,,,,,22,0,5,5,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,56,44,44,48,21,1,4,10,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,25,0,5,6,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,22,22,33,26,36,0,5,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,0,0,,,,2,0,,,1,0,0,,1,,60,,,60,,,,,26,0,5,7,4,3
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,67,78,89,78,,,,,27,1,5,6,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,,,,,,,,,32,0,2,6,2,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,1,50,89,89,78,85,100,100,100,100,29,0,6,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,1,,90,,,90,,,,,68,0,2,8,4,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,,,,0,0,20,0,0,0,0,0,11,11,7,30,1,5,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,1,0,,0,40,,,,,,,,,22,0,5,4,3,4
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,,,,,18,1,2,2,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,1,2,1,,0,,10,,,10,,,,,31,1,4,9,4,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,80,,,80,,,,,33,1,5,7,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,0,0,1,1,0,2,0,2,0,,1,0,1,0,30,,,,,,,,,29,1,5,1,2,3
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,2,1,,1,50,,,,,,,,,34,1,5,10,2,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,1,3,1,,1,,50,,,50,,,,,35,1,5,10,2,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,0,,,,2,0,,,,2,1,1,0,,0,0,0,0,11,56,56,41,32,1,5,10,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,1,0,1,0,,33,56,33,41,22,22,78,41,39,0,5,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,0,,,,2,0,,,0,0,0,0,1,,30,,,30,,,,,33,0,6,9,3,4
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,0,0,,0,22,0,7,22,22,44,30,37,1,6,5,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,0,1,,,,2,0,,,0,1,0,1,1,,100,,,100,,,,,28,1,5,7,4,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,1,0,,0,,0,,,0,,,,,46,1,5,6,3,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,0,1,1,0,0,1,1,2,0,2,0,,,,1,0,50,,,,,,,,,39,1,5,9,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,0,,10,,,10,,,,,30,1,5,2,2,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,3,1,,1,,80,,,80,,,,,31,0,2,9,3,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,1,0,1,0,,40,,,40,,,,,32,0,5,7,2,4
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,1,50,,,,,,,,,31,1,3,5,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,1,1,0,0,1,4,1,1,0,,,,0,0,50,,,,,,,,,21,0,5,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,0,1,1,1,1,1,1,3,0,3,1,,0,0,1,1,50,,,,,,,,,27,1,5,4,3,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,0,,70,,,70,,,,,20,1,4,6,1,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,0,0,,0,,,0,,,,,38,1,2,5,5,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,,,1,1,,,,,,,,,,53,0,2,4,1,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,1,1,4,1,2,0,,,,0,0,0,,,,,,,,,20,1,4,2,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,19,1,4,6,4,4
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,0,,,,,,,,,32,1,5,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,1,0,0,,0,,0,,,0,,,,,45,0,5,5,4,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,0,,56,67,67,63,78,56,89,74,34,0,5,6,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,40,56,67,67,63,,,,,32,1,2,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,1,,,,,,,,,,33,1,2,5,4,5
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,0,60,,,,,,,,,50,0,2,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,0,0,0,,1,,50,,,50,,,,,30,1,5,7,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,0,1,1,1,,,,3,0,,,,1,0,1,0,,,,,,,,,,29,0,4,5,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,,50,,,,,56,100,100,85,29,0,4,4,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,1,0,,100,,,100,,,,,45,0,4,5,4,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,,,,,,,,,25,0,5,5,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,1,1,1,,,,3,0,,,,2,1,1,,,,,,,44,44,100,63,32,1,5,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,50,,,,,,,,,40,1,2,5,5,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,0,1,0,1,1,3,0,2,0,,,,1,0,50,,,,,,,,,19,1,2,6,3,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,1,,,,,,,,,,32,1,4,6,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,,3,1,0,0,,,,,,,,,,37,1,6,8,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,3,1,0,,,,,,,44,44,44,44,37,1,6,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,1,,,,3,0,,,1,0,0,1,0,,0,,,0,,,,,37,0,3,7,5,5
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,,,,,1,,22,56,44,41,,,,,37,0,5,8,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,3,1,0,0,,0,,,0,,,,,28,0,5,6,3,5
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,11,33,11,19,,,,,41,1,4,4,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,0,1,1,0,0,1,1,2,0,2,0,,2,1,,0,0,0,0,0,0,,,,,32,0,5,8,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,1,1,4,1,2,0,,2,1,0,0,100,,,,,,,,,33,0,5,7,5,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,0,,,,,,,,,,36,1,4,6,3,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,0,0,1,1,,70,,,70,,,,,37,1,5,8,2,3
9,0,0,1,0,0,0,Punishment Only,1,0,,0,0,1,0,0,,,,1,0,,,,,,,1,,0,0,33,11,,,,,28,0,3,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,1,0,1,3,0,2,0,,,,,1,50,,,,,,,,,29,0,3,5,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,1,0,1,0,,,,,,,,,,23,0,2,4,2,3
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,44,44,44,44,,,,,31,0,4,6,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,0,1,1,,,,2,0,,,0,0,0,1,1,,90,,,90,,,,,28,0,2,4,5,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,78,67,67,70,21,0,5,2,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,0,0,,0,,,0,,,,,35,0,5,6,1,2
9,0,0,1,0,0,0,Helping Only,0,1,,1,0,1,1,1,0,1,1,3,0,2,0,,,,0,,20,,,,,33,0,67,33,48,0,5,8,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,0,0,,0,,,0,,,,,40,0,5,10,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,1,,,,,,,,,,29,0,6,6,2,5
10,0,0,0,1,0,0,Punishment Only,1,0,,1,0,1,1,1,0,1,0,3,0,1,0,,,,,0,50,,,,,,,,,32,1,4,6,2,5
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,0,1,1,1,1,3,0,3,1,,,,1,,50,,,,,,,,,37,0,6,7,,
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,0,0,1,,,,,,,0,78,100,59,42,0,3,3,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,0,0,,,,,,,,,,50,1,6,7,4,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,,,1,0,,0,44,0,15,100,0,100,67,43,1,6,9,,
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,0,0,,0,0,0,0,22,44,44,37,35,0,4,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,3,1,1,0,,,,,,,,,,27,0,5,4,2,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,22,11,33,22,29,1,6,10,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,0,,,,2,0,,,1,0,0,1,0,,0,,,0,,,,,47,0,5,6,3,5
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,0,0,0,,,,0,0,,,,,,1,,,,,,,56,56,67,59,37,0,6,10,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,35,0,5,7,3,3
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,1,0,0,0,,0,56,22,26,0,0,44,15,39,1,2,5,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,1,1,1,,,,3,0,,,,,,1,,,,,,,100,100,100,100,24,0,4,1,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,1,0,,1,,80,,,80,,,,,26,1,4,7,1,4
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,0,,0,22,22,15,,,,,22,1,4,2,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,1,0,0,0,20,,,,,,,,,58,0,2,5,3,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,0,1,1,1,1,0,1,3,0,2,0,,,,,0,50,,,,,,,,,35,0,6,7,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,0,0,0,0,0,0,,,,,21,0,5,1,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,33,33,56,41,56,56,67,59,55,0,5,8,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,1,,30,,,,,56,56,67,59,38,1,5,4,,
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,0,1,1,,,,3,0,,,,,,1,,,,,,,56,56,67,59,35,0,5,6,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,0,,,,,,,,,,39,1,4,6,4,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,1,0,0,0,,0,,,0,,,,,38,0,1,2,4,1
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,0,44,33,26,,,,,37,0,2,6,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,1,0,,0,20,67,56,67,63,,,,,31,1,5,7,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,0,0,0,,0,,80,,,80,,,,,34,0,4,4,1,3
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,44,67,56,56,11,44,78,44,33,1,5,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,0,0,,0,,,0,,,,,24,0,6,3,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,0,1,1,1,1,1,1,3,0,3,1,,3,1,1,0,50,,,,,,,,,49,0,6,7,1,3
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,0,0,,1,0,11,0,11,7,,,,,26,1,4,3,,
